species,image_slot,image_id,analysis_stage,source,observation_id,observation_url,license,photographer_or_observer,date_accessed,source_metadata_status,original_image_path,original_width,original_height,image_downloaded,usable,exclusion_reason,animal_clear,background_clear,segmentation_status,segmentation_qc,metrics_status,notes,source_photo_id
Goniobranchus tasmaniensis,9,Goniobranchus_tasmaniensis_img09,candidate,iNaturalist,320757073,https://www.inaturalist.org/observations/320757073,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img09.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,579990029
Goniobranchus tasmaniensis,10,Goniobranchus_tasmaniensis_img10,candidate,iNaturalist,320826395,https://www.inaturalist.org/observations/320826395,CC-BY-NC,Nick Shaw (nickoshaw),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tasmaniensis/Goniobranchus_tasmaniensis_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,580123018
Goniobranchus tinctorius,1,Goniobranchus_tinctorius_img01,candidate,iNaturalist,305774380,https://www.inaturalist.org/observations/305774380,CC-BY-NC,searcaigh,2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img01.jpg,900,900,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,551356979
Goniobranchus tinctorius,2,Goniobranchus_tinctorius_img02,candidate,iNaturalist,247885707,https://www.inaturalist.org/observations/247885707,CC-BY-NC,Aaron Kaufman (arkaos),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img02.jpg,1731,1292,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,442816093
Goniobranchus tinctorius,3,Goniobranchus_tinctorius_img03,candidate,iNaturalist,243078862,https://www.inaturalist.org/observations/243078862,CC-BY-NC,Aaron Kaufman (arkaos),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img03.jpg,645,931,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,433403211
Goniobranchus tinctorius,4,Goniobranchus_tinctorius_img04,candidate,iNaturalist,301859791,https://www.inaturalist.org/observations/301859791,CC-BY-NC,Christy T Judd (christyteal),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img04.jpg,1600,1200,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,543975169
Goniobranchus tinctorius,5,Goniobranchus_tinctorius_img05,candidate,iNaturalist,304511005,https://www.inaturalist.org/observations/304511005,CC-BY-NC,Bryan J (bryjoh),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,548960853
Goniobranchus tinctorius,6,Goniobranchus_tinctorius_img06,candidate,iNaturalist,25375933,https://www.inaturalist.org/observations/25375933,CC-BY-NC,Duncan Pritchard (tidaltao),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img06.jpg,1975,1344,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,39294354
Goniobranchus tinctorius,7,Goniobranchus_tinctorius_img07,candidate,iNaturalist,11254683,https://www.inaturalist.org/observations/11254683,CC-BY-NC,Duncan Pritchard (tidaltao),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img07.jpg,2048,1377,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,15986827
Goniobranchus tinctorius,8,Goniobranchus_tinctorius_img08,candidate,iNaturalist,14246952,https://www.inaturalist.org/observations/14246952,CC-BY-NC,Tony Strazzari (tonydiver),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img08.jpg,2048,1456,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,21143780
Goniobranchus tinctorius,9,Goniobranchus_tinctorius_img09,candidate,iNaturalist,10999749,https://www.inaturalist.org/observations/10999749,CC-BY-NC,Dai Herbert (dherbert),2026/8/12,matched,raw_data/formal_images/Goniobranchus_tinctorius/Goniobranchus_tinctorius_img09.jpg,2008,1288,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,15498802
Halgerda aurantiomaculata,1,Halgerda_aurantiomaculata_img01,candidate,iNaturalist,376355821,https://www.inaturalist.org/observations/376355821,CC-BY-NC,Gillian Houston (seaslugluvr97),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img01.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,688109826
Halgerda aurantiomaculata,2,Halgerda_aurantiomaculata_img02,candidate,iNaturalist,346349995,https://www.inaturalist.org/observations/346349995,CC-BY-NC-SA,陳致維 Chih-Wei Chen (divingsnake),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img02.jpg,2048,1363,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,631331089
Halgerda aurantiomaculata,3,Halgerda_aurantiomaculata_img03,candidate,iNaturalist,333800707,https://www.inaturalist.org/observations/333800707,CC-BY-NC,divercody,2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img03.jpg,2048,1792,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,606039702
Halgerda aurantiomaculata,4,Halgerda_aurantiomaculata_img04,candidate,iNaturalist,304186860,https://www.inaturalist.org/observations/304186860,CC-BY-NC,Johan Bas (johan98800),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img04.jpg,1200,900,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,548341217
Halgerda aurantiomaculata,5,Halgerda_aurantiomaculata_img05,candidate,iNaturalist,263013990,https://www.inaturalist.org/observations/263013990,CC-BY-NC,Johan Bas (johan98800),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img05.jpg,1200,900,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,472411946
Halgerda aurantiomaculata,6,Halgerda_aurantiomaculata_img06,candidate,iNaturalist,235691840,https://www.inaturalist.org/observations/235691840,CC-BY-NC,michjarr,2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img06.jpg,2048,1773,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,419198642
Halgerda aurantiomaculata,7,Halgerda_aurantiomaculata_img07,candidate,iNaturalist,197913444,https://www.inaturalist.org/observations/197913444,CC-BY-NC,Pauline Fey (paulinefey),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img07.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,348699782
Halgerda aurantiomaculata,8,Halgerda_aurantiomaculata_img08,candidate,iNaturalist,196633556,https://www.inaturalist.org/observations/196633556,CC-BY-NC,luka meyers (lukameyers),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img08.jpg,1365,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,346118100
Halgerda aurantiomaculata,9,Halgerda_aurantiomaculata_img09,candidate,iNaturalist,191871896,https://www.inaturalist.org/observations/191871896,CC-BY-NC,Pauline Fey (paulinefey),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img09.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,336708308
Halgerda aurantiomaculata,10,Halgerda_aurantiomaculata_img10,candidate,iNaturalist,141139530,https://www.inaturalist.org/observations/141139530,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Halgerda_aurantiomaculata/Halgerda_aurantiomaculata_img10.jpg,1698,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,241720526
Hypselodoris obscura,1,Hypselodoris_obscura_img01,candidate,iNaturalist,390186943,https://www.inaturalist.org/observations/390186943,CC-BY-NC,rickdicksonbattye,2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img01.jpg,2048,1490,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714812934
Hypselodoris obscura,2,Hypselodoris_obscura_img02,candidate,iNaturalist,388128824,https://www.inaturalist.org/observations/388128824,CC-BY-NC,mashalevene,2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710815474
Hypselodoris obscura,3,Hypselodoris_obscura_img03,candidate,iNaturalist,388130652,https://www.inaturalist.org/observations/388130652,CC-BY-NC,mashalevene,2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img03.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710819271
Hypselodoris obscura,4,Hypselodoris_obscura_img04,candidate,iNaturalist,387147665,https://www.inaturalist.org/observations/387147665,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708903783
Hypselodoris obscura,5,Hypselodoris_obscura_img05,candidate,iNaturalist,388989424,https://www.inaturalist.org/observations/388989424,CC-BY-NC,Felix Harper (felix75),2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712462928
Hypselodoris obscura,6,Hypselodoris_obscura_img06,candidate,iNaturalist,386171217,https://www.inaturalist.org/observations/386171217,CC-BY-NC,kchris1,2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img06.jpg,2048,1822,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707041388
Hypselodoris obscura,7,Hypselodoris_obscura_img07,candidate,iNaturalist,387842101,https://www.inaturalist.org/observations/387842101,CC-BY-NC,Felix Harper (felix75),2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710241662
Hypselodoris obscura,8,Hypselodoris_obscura_img08,candidate,iNaturalist,384742356,https://www.inaturalist.org/observations/384742356,CC-BY-NC,Mitchell Roberts (mitchell2469),2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img08.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704311455
Hypselodoris obscura,9,Hypselodoris_obscura_img09,candidate,iNaturalist,385158231,https://www.inaturalist.org/observations/385158231,CC-BY-NC,aimeeunderwater,2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,705111267
Hypselodoris obscura,10,Hypselodoris_obscura_img10,candidate,iNaturalist,378335177,https://www.inaturalist.org/observations/378335177,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Hypselodoris_obscura/Hypselodoris_obscura_img10.jpg,1639,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,691939731
Hypselodoris tryoni,1,Hypselodoris_tryoni_img01,candidate,iNaturalist,388906563,https://www.inaturalist.org/observations/388906563,CC-BY-NC,Floris P (serranusscriba),2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712338325
Hypselodoris tryoni,2,Hypselodoris_tryoni_img02,candidate,iNaturalist,388179278,https://www.inaturalist.org/observations/388179278,CC-BY,呂一起(Lyu yi-chi) (pchi45),2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710908226
Hypselodoris tryoni,3,Hypselodoris_tryoni_img03,candidate,iNaturalist,387104313,https://www.inaturalist.org/observations/387104313,CC-BY-NC,mhdhaziqmk,2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708820986
Hypselodoris tryoni,4,Hypselodoris_tryoni_img04,candidate,iNaturalist,386311834,https://www.inaturalist.org/observations/386311834,CC-BY-NC,Hugo Lee (hugoism),2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707306577
Hypselodoris tryoni,5,Hypselodoris_tryoni_img05,candidate,iNaturalist,387794807,https://www.inaturalist.org/observations/387794807,CC-BY-NC,boussion_magali,2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710150260
Hypselodoris tryoni,6,Hypselodoris_tryoni_img06,candidate,iNaturalist,384887469,https://www.inaturalist.org/observations/384887469,CC-BY-NC,bekkaz,2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704580755
Hypselodoris tryoni,7,Hypselodoris_tryoni_img07,candidate,iNaturalist,384193580,https://www.inaturalist.org/observations/384193580,CC-BY-NC,hughbieshroomie,2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,703253282
Hypselodoris tryoni,8,Hypselodoris_tryoni_img08,candidate,iNaturalist,385854516,https://www.inaturalist.org/observations/385854516,CC-BY-NC-SA,Amber Lancaster (zvakanaka),2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img08.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,706424122
Hypselodoris tryoni,9,Hypselodoris_tryoni_img09,candidate,iNaturalist,384786680,https://www.inaturalist.org/observations/384786680,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img09.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704385142
Hypselodoris tryoni,10,Hypselodoris_tryoni_img10,candidate,iNaturalist,382128092,https://www.inaturalist.org/observations/382128092,CC-BY-NC,Johan Bas (johan98800),2026/8/12,matched,raw_data/formal_images/Hypselodoris_tryoni/Hypselodoris_tryoni_img10.jpg,1200,900,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,699270525
Mexichromis festiva,1,Mexichromis_festiva_img01,candidate,iNaturalist,386792352,https://www.inaturalist.org/observations/386792352,CC-BY-NC,kchris1,2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img01.jpg,2048,1416,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708224563
Mexichromis festiva,2,Mexichromis_festiva_img02,candidate,iNaturalist,369256748,https://www.inaturalist.org/observations/369256748,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,674490803
Mexichromis festiva,3,Mexichromis_festiva_img03,candidate,iNaturalist,372420612,https://www.inaturalist.org/observations/372420612,CC-BY-NC,debiiem,2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img03.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,680514240
Mexichromis festiva,4,Mexichromis_festiva_img04,candidate,iNaturalist,356743690,https://www.inaturalist.org/observations/356743690,CC-BY-NC,rickdicksonbattye,2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img04.jpg,2048,1442,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,650594791
Mexichromis festiva,5,Mexichromis_festiva_img05,candidate,iNaturalist,350761960,https://www.inaturalist.org/observations/350761960,CC-BY-NC,Kelly-Anne Masterman (drkellyannemasterman),2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img05.jpg,2048,1535,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,640035017
Mexichromis festiva,6,Mexichromis_festiva_img06,candidate,iNaturalist,350246925,https://www.inaturalist.org/observations/350246925,CC-BY-NC,Steve Smith (profmollusc),2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img06.jpg,1500,1500,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,639026583
Mexichromis festiva,7,Mexichromis_festiva_img07,candidate,iNaturalist,340406434,https://www.inaturalist.org/observations/340406434,CC-BY-NC,Steve Smith (profmollusc),2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img07.jpg,1500,1125,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,619463276
Mexichromis festiva,8,Mexichromis_festiva_img08,candidate,iNaturalist,336933863,https://www.inaturalist.org/observations/336933863,CC-BY-NC,Gina (gina_mascord),2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img08.jpg,1024,768,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,612386834
Mexichromis festiva,9,Mexichromis_festiva_img09,candidate,iNaturalist,334938772,https://www.inaturalist.org/observations/334938772,CC-BY-NC,kerrycameron,2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img09.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,608360465
Mexichromis festiva,10,Mexichromis_festiva_img10,candidate,iNaturalist,332511286,https://www.inaturalist.org/observations/332511286,CC-BY-NC,Gina (gina_mascord),2026/8/12,matched,raw_data/formal_images/Mexichromis_festiva/Mexichromis_festiva_img10.jpg,1024,768,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,603454844
Notodoris (=Aegires) gardineri,1,Notodoris_Aegires_gardineri_img01,candidate,iNaturalist,384786500,https://www.inaturalist.org/observations/384786500,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img01.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704383803
Notodoris (=Aegires) gardineri,2,Notodoris_Aegires_gardineri_img02,candidate,iNaturalist,382873509,https://www.inaturalist.org/observations/382873509,CC-BY-NC,Eva Paulus (one_marine_biologist),2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,700700376
Notodoris (=Aegires) gardineri,3,Notodoris_Aegires_gardineri_img03,candidate,iNaturalist,384786643,https://www.inaturalist.org/observations/384786643,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img03.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704384795
Notodoris (=Aegires) gardineri,4,Notodoris_Aegires_gardineri_img04,candidate,iNaturalist,372879778,https://www.inaturalist.org/observations/372879778,CC-BY-NC,Gala (galadiki),2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img04.jpg,1923,1381,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,681408566
Notodoris (=Aegires) gardineri,5,Notodoris_Aegires_gardineri_img05,candidate,iNaturalist,366224914,https://www.inaturalist.org/observations/366224914,CC-BY-NC,pclark2,2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img05.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,668701410
Notodoris (=Aegires) gardineri,6,Notodoris_Aegires_gardineri_img06,candidate,iNaturalist,357797812,https://www.inaturalist.org/observations/357797812,CC-BY-NC,osampokaeru,2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,652635228
Notodoris (=Aegires) gardineri,7,Notodoris_Aegires_gardineri_img07,candidate,iNaturalist,365378847,https://www.inaturalist.org/observations/365378847,CC-BY-NC,bewambay,2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img07.jpg,2048,1792,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,667093196
Notodoris (=Aegires) gardineri,8,Notodoris_Aegires_gardineri_img08,candidate,iNaturalist,364747912,https://www.inaturalist.org/observations/364747912,CC-BY-NC,colbod,2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img08.jpg,1600,1200,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,665881848
Notodoris (=Aegires) gardineri,9,Notodoris_Aegires_gardineri_img09,candidate,iNaturalist,361196193,https://www.inaturalist.org/observations/361196193,CC-BY-NC,pkunnen,2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,659162402
Notodoris (=Aegires) gardineri,10,Notodoris_Aegires_gardineri_img10,candidate,iNaturalist,339144754,https://www.inaturalist.org/observations/339144754,CC-BY-NC,louvanhaeren,2026/8/12,matched,raw_data/formal_images/Notodoris_Aegires_gardineri/Notodoris_Aegires_gardineri_img10.jpg,1155,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,616886889
Phyllidia coelestis,1,Phyllidia_coelestis_img01,candidate,iNaturalist,389591824,https://www.inaturalist.org/observations/389591824,CC-BY-NC,Josy Lai (josylai),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713646540
Phyllidia coelestis,2,Phyllidia_coelestis_img02,candidate,iNaturalist,389908867,https://www.inaturalist.org/observations/389908867,CC-BY,Ben Costamagna (bencostamagna),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714268195
Phyllidia coelestis,3,Phyllidia_coelestis_img03,candidate,iNaturalist,388137668,https://www.inaturalist.org/observations/388137668,CC-BY-NC,Josy Lai (josylai),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710833305
Phyllidia coelestis,4,Phyllidia_coelestis_img04,candidate,iNaturalist,387558666,https://www.inaturalist.org/observations/387558666,CC-BY-NC,weiw (naturalist100150),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709692576
Phyllidia coelestis,5,Phyllidia_coelestis_img05,candidate,iNaturalist,387103540,https://www.inaturalist.org/observations/387103540,CC-BY-NC,mhdhaziqmk,2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img05.jpg,2048,1240,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708819411
