species,pal,tox,distance,database,individual,col_mean,col_sd,col_cov,col_skew,col_kurtosis,lum_mean,lum_sd,lum_cov,lum_skew,lum_kurtosis,col_mean_hrz,col_sd_hrz,col_cov_hrz,col_skew_hrz,col_kurtosis_hrz,col_mean_vrt,col_sd_vrt,col_cov_vrt,col_skew_vrt,col_kurtosis_vrt,lum_mean_hrz,lum_sd_hrz,lum_cov_hrz,lum_skew_hrz,lum_kurtosis_hrz,lum_mean_vrt,lum_sd_vrt,lum_cov_vrt,lum_skew_vrt,lum_kurtosis_vrt,caa_sc,caa_jc,caa_st,caa_jt,caa_hc,caa_qc,caa_ht,caa_qt,caa_scpl,caa_qcpl,caa_c,caa_sc_hrz,caa_sc_vrt,caa_jc_hrz,caa_jc_vrt,caa_st_hrz,caa_st_vrt,caa_jt_hrz,caa_jt_vrt,caa_hc_hrz,caa_hc_vrt,caa_qc_hrz,caa_qc_vrt,caa_ht_hrz,caa_ht_vrt,caa_qt_hrz,caa_qt_vrt,caa_scpl_hrz,caa_scpl_vrt,caa_qcpl_hrz,caa_qcpl_vrt,caa_c_hrz,caa_c_vrt,caa_pt,caa_pt_hrz,caa_pt_vrt,caa_asp,vca_ml,vca_sl,vca_cvl,vca_mdmax,vca_sdmax,vca_cvdmax,vca_mssat,vca_sssat,vca_cvssat,vca_msl,vca_ssl,vca_cvsl,vca_ms,vca_ss,vca_cvs,vca_ml_hrz,vca_sl_hrz,vca_cvl_hrz,vca_ml_vrt,vca_sl_vrt,vca_cvl_vrt,vca_mdmax_hrz,vca_sdmax_hrz,vca_cvdmax_hrz,vca_mdmax_vrt,vca_sdmax_vrt,vca_cvdmax_vrt,vca_mssat_hrz,vca_sssat_hrz,vca_cvssat_hrz,vca_mssat_vrt,vca_sssat_vrt,vca_cvssat_vrt,vca_msl_hrz,vca_ssl_hrz,vca_cvsl_hrz,vca_msl_vrt,vca_ssl_vrt,vca_cvsl_vrt,vca_ms_hrz,vca_ss_hrz,vca_cvs_hrz,vca_ms_vrt,vca_ss_vrt,vca_cvs_vrt,bsa_bml,bsa_bsl,bsa_bcvl,bsa_bmdmax,bsa_bsdmax,bsa_bcvdmax,bsa_bmssat,bsa_bsssat,bsa_bcvssat,bsa_bmsl,bsa_bssl,bsa_bcvsl,bsa_bms,bsa_bss,bsa_bcvs,bsa_bml_hrz,bsa_bsl_hrz,bsa_bcvl_hrz,bsa_bml_vrt,bsa_bsl_vrt,bsa_bcvl_vrt,bsa_bmdmax_hrz,bsa_bsdmax_hrz,bsa_bcvdmax_hrz,bsa_bmdmax_vrt,bsa_bsdmax_vrt,bsa_bcvdmax_vrt,bsa_bmssat_hrz,bsa_bsssat_hrz,bsa_bcvssat_hrz,bsa_bmssat_vrt,bsa_bsssat_vrt,bsa_bcvssat_vrt,bsa_bmsl_hrz,bsa_bssl_hrz,bsa_bcvsl_hrz,bsa_bmsl_vrt,bsa_bssl_vrt,bsa_bcvsl_vrt,bsa_bms_hrz,bsa_bss_hrz,bsa_bcvs_hrz,bsa_bms_vrt,bsa_bss_vrt,bsa_bcvs_vrt,source_dataset
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_27_OI_D_RAW,0.191672375,0.44435173,2.318287813,3.964146881,22.38576026,0.997742685,1.730464995,1.734380037,3.55691801,22.63067916,0.096346336,0.286680197,2.975517359,5.970352836,48.70024398,0.09719977,0.29293018,3.013692106,6.064633609,50.42999652,0.495916141,1.131625023,2.281887861,5.378014287,48.05147518,0.504225293,1.166258367,2.312970777,5.465205188,49.29822741,3.268433192,0.466919027,3.31700414,0.157952578,1.312267863,0.67437228,1.339273515,0.507481782,0.312435803,0.590927031,0.046674926,3.269005244,3.267860524,0.467000749,0.466837218,3.311698161,3.322098339,0.157699912,0.158195159,1.312351016,1.312184557,0.511647925,0.497217147,1.338285103,1.339881217,0.687742496,0.688562736,0.312350331,0.312516188,0.59969521,0.592889942,0.046221401,0.047128378,417.2115884,20.63499967,20.21863799,0.505095772,0.023790954,0.013423265,0.564217175,0.048637111,0.05597025,1.150772504,1.396638876,1.604765139,1.149019383,25.19853295,16.14980073,0.64090242,3.097044064,1.505443043,0.486090288,0.023819097,0.013420958,0.563453696,0.02381941,0.013421532,0.563470372,0.04894905,0.055912533,1.142259828,0.04895043,0.055902268,1.142017905,1.405557126,1.603101427,1.140545195,1.40559907,1.602814304,1.14030689,25.19858389,16.14986514,0.64090368,25.19848196,16.14973627,0.640901158,3.097084661,1.505497188,0.4861014,3.097003436,1.505388851,0.486079167,0.225463272,0.056644899,0.251237813,0.725900022,0.207272576,0.285538738,0.72355216,0.207223746,0.286397798,9.213728976,2.492318747,0.270500549,1.489205171,1.124291068,0.754960492,0.225359474,0.056646513,0.251360688,0.225565056,0.056807232,0.251844116,0.725841943,0.208216669,0.286862273,0.725956975,0.206951251,0.285073714,0.723484212,0.208172056,0.287735451,0.723618791,0.206898136,0.285921453,9.20939308,2.497640711,0.271205788,9.217980746,2.494347326,0.270595849,1.49116065,1.126154423,0.755220052,1.487287632,1.125730461,0.756901649,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_39_MG_D_RAW,0.296548526,0.46780274,1.577491368,2.747994027,12.4088464,1.147940245,1.88807491,1.644750168,3.288287274,18.4530004,0.149305091,0.309317207,2.071712394,4.36602304,28.35864697,0.152456915,0.315145606,2.067112573,4.230322118,26.0849736,0.564484104,1.223966786,2.168292744,4.984072732,39.18784588,0.586141547,1.28549139,2.193141564,5.027662939,39.57671986,1.831851714,0.366370343,3.685570773,0.368557077,0.853961475,0.530596097,1.370791696,0.659211461,0.36746371,0.594903779,0.030115193,1.832494069,1.831209289,0.366498814,0.366241858,3.66320959,3.706880874,0.366320959,0.370688087,0.854329525,0.853593066,0.410845656,0.410491494,1.365390852,1.375748073,0.848365036,0.854800339,0.366409886,0.368464973,0.629605346,0.632645917,0.029651846,0.030578317,1037.468679,32.72471324,31.70291123,0.507929844,0.041462173,0.018567872,0.447826792,0.100546938,0.051160657,0.508823628,2.854271777,1.463425452,0.512714124,20.14992387,11.29393217,0.560495029,2.633913669,0.739929822,0.280924098,0.041589161,0.018334881,0.440857203,0.041586634,0.018313776,0.440376486,0.101315864,0.050885239,0.502243547,0.101335911,0.050875859,0.502051624,2.876151432,1.455873461,0.506188042,2.876735625,1.455610699,0.505993907,20.15071037,11.2949805,0.560525177,20.14913699,11.29288318,0.560464857,2.633863301,0.739967712,0.280943856,2.633964061,0.739891909,0.28090433,0.289940985,0.102076691,0.352060236,0.48175531,0.235764726,0.489386876,0.490863042,0.237349479,0.483535037,12.07093049,4.513871485,0.373945612,2.246994798,0.870330551,0.387330915,0.289153864,0.101649784,0.351542196,0.290703891,0.102482175,0.352531142,0.482955412,0.234092361,0.484708019,0.480592127,0.237367781,0.493906928,0.492007565,0.235756882,0.479173286,0.489753729,0.238876969,0.487749158,12.03470015,4.489348096,0.373033648,12.10604623,4.537198432,0.3747878,2.246121593,0.870598067,0.387600595,2.247841141,0.87007023,0.38706927,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_30_OI_D_RAW,0.326340294,0.607746488,1.862309063,3.084992861,15.16723394,1.132491143,1.943161218,1.715829064,3.095624183,17.6727404,0.164131962,0.397632331,2.422638009,4.909193866,34.92813068,0.165752128,0.403181034,2.432433534,4.832279048,33.66770334,0.562674143,1.264767285,2.247779289,4.883912122,39.45370468,0.572508953,1.301823788,2.273892454,4.884948507,39.10008113,1.888586898,0.37771738,1.064317837,0.106431784,0.694159003,0.431305239,0.168601635,0.094098364,0.242074582,0.262701801,0.025324833,1.888384449,1.888789193,0.37767689,0.377757839,1.063816864,1.064811465,0.106381686,0.106481146,0.694112669,0.694205269,0.387391656,0.387443338,0.16671916,0.170216358,0.103588439,0.10576137,0.242029288,0.242119493,0.245490048,0.246602354,0.025142644,0.025506934,1481.325944,38.77306469,38.20502598,0.503689613,0.033484746,0.01162105,0.347055063,0.10438852,0.073992861,0.708821822,3.116448517,2.232356225,0.716314168,16.69295561,9.092132632,0.544668832,4.122736986,2.511017345,0.609065617,0.03355248,0.011585818,0.345304377,0.033548054,0.01158732,0.345394685,0.104867163,0.073847075,0.704196369,0.104836684,0.073854813,0.704474902,3.130911881,2.228002551,0.711614583,3.129994353,2.228247671,0.711901499,16.69259322,9.092670792,0.544712896,16.69331797,9.091594485,0.544624772,4.122792075,2.510736319,0.608989314,4.122681903,2.511298306,0.609141905,0.34047452,0.016595748,0.048742994,0.780655196,0.057154005,0.073212866,0.7908997,0.057272554,0.072414434,14.18968615,0.784537019,0.055289244,4.097789447,0.501184277,0.12230601,0.340346346,0.015823345,0.046491891,0.340600802,0.017321985,0.050857145,0.78063601,0.05706989,0.073106915,0.780674098,0.057236748,0.073317084,0.79087014,0.057291701,0.072441351,0.790928823,0.057253665,0.072387885,14.18319846,0.732345487,0.05163472,14.19607805,0.83270588,0.05865746,4.098249691,0.501528515,0.122376271,4.097335998,0.500844394,0.122236593,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_25_MG_D_RAW,0.314747118,0.516485869,1.640955038,3.029721889,16.18748548,1.239658801,2.039168917,1.644943686,3.535007097,21.97930469,0.160743025,0.344313313,2.142010915,4.820402569,40.47677994,0.159207774,0.338323029,2.125040889,4.575440138,31.18492404,0.623476465,1.353904782,2.171541121,5.34045781,47.1127677,0.618972787,1.340645345,2.165919687,5.297244689,45.65556886,3.260084097,0.271673675,2.860298035,0.043337849,1.309399754,0.526941225,1.281947719,0.40885029,0.157505762,0.467895757,0.043234062,3.259935962,3.260232202,0.27166133,0.271686017,2.855323185,2.865110907,0.043262472,0.043410771,1.309239014,1.309560128,0.417554275,0.423662938,1.284859929,1.278543909,0.517065673,0.514523919,0.157461901,0.157548394,0.467309974,0.469093429,0.043236135,0.043231989,489.7329549,22.12880193,22.13101986,0.499974944,0.040393819,0.022465804,0.556169362,0.094430191,0.05466801,0.578925128,2.783038365,1.591761682,0.571951038,22.46965047,12.9467996,0.57619052,5.262193456,3.680277857,0.69938095,0.040484795,0.022375746,0.552695051,0.040489139,0.022394501,0.55309897,0.094696718,0.05448155,0.575326699,0.094703558,0.054507387,0.575557962,2.791450863,1.587151086,0.568575685,2.791609763,1.587725377,0.568749041,22.46933624,12.94621415,0.576172523,22.46996465,12.94738492,0.576208513,5.262154328,3.680242199,0.699379374,5.262232578,3.680313509,0.699382525,0.280142824,0.045864199,0.163717201,0.429042403,0.364899042,0.850496453,0.427663053,0.359782903,0.841276562,11.54796912,2.133098736,0.184716353,2.230612735,0.947099452,0.42459161,0.280280412,0.04622579,0.164926938,0.280005244,0.045546397,0.162662657,0.42685659,0.364701113,0.854387915,0.431228089,0.36546091,0.847488649,0.425487045,0.359595925,0.845139538,0.429838934,0.360328454,0.838287148,11.55455218,2.151241869,0.186181328,11.54138644,2.116967681,0.183424036,2.233048123,0.951175437,0.425953846,2.228177489,0.943975197,0.423653502,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_37_MG_D_RAW,0.298512226,0.495964357,1.661454083,3.12540625,19.03467141,1.487410515,2.664930559,1.791657738,3.54215212,21.47536631,0.150165832,0.319738836,2.129238274,4.851810318,41.25972157,0.154694467,0.334004488,2.159123678,4.804858396,39.41604916,0.72941972,1.699749837,2.330276781,5.361040455,45.10133961,0.76151675,1.810445705,2.377420725,5.503303688,47.63061073,4.229519611,0.234973312,4.89751803,0.032009922,1.607659772,0.556212109,1.881730739,0.500300617,0.133491617,0.528256363,0.04947803,4.23095215,4.228084044,0.235052897,0.234893558,4.865500603,4.928382657,0.031800658,0.032211651,1.608011261,1.60730714,0.430217602,0.427338905,1.871322215,1.891203213,0.647433054,0.654311407,0.133426777,0.133552605,0.538825328,0.540825156,0.048429039,0.050526839,369.2290738,19.64876813,18.7914617,0.511151162,0.069871206,0.049557333,0.70926689,0.115748798,0.055717804,0.481368319,3.203178761,1.45344126,0.453749656,20.9729479,15.25237347,0.727240326,6.631066304,4.504354784,0.679280613,0.069931849,0.049553263,0.708593632,0.069924414,0.049504692,0.707974357,0.115618517,0.055823685,0.482826508,0.115626213,0.055798808,0.482579225,3.198167542,1.455346826,0.455056468,3.198426398,1.454468395,0.454744995,20.97418673,15.25299931,0.72722721,20.97170655,15.25174623,0.727253464,6.631203398,4.504534066,0.679293606,6.630928931,4.504175126,0.679267592,0.298180967,0.07966135,0.267157729,0.275768031,0.267790326,0.971070957,0.253184631,0.286886624,1.133112318,12.42119377,3.812902856,0.306967505,2.1693451,0.774509814,0.357024714,0.297519677,0.078495846,0.263834132,0.298814692,0.080778011,0.27032811,0.275327476,0.267624986,0.972024259,0.276190222,0.26802058,0.970420236,0.252686496,0.286761766,1.134851965,0.253662002,0.287083213,1.131754897,12.38734581,3.743933556,0.30223856,12.45363081,3.878544365,0.311438843,2.167243433,0.774034054,0.357151413,2.171359162,0.775169966,0.35699758,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_31_OI_D_RAW,0.298422828,0.51409481,1.72270605,3.006321081,14.38296786,1.106195535,1.86176798,1.683036969,3.251051435,18.62246401,0.154456043,0.349952483,2.265709234,4.634587558,31.05191889,0.148102887,0.334750828,2.260258627,4.716857956,32.42960423,0.567449983,1.268358514,2.235189976,4.902042807,37.81676423,0.541593649,1.211802927,2.237476249,5.052095566,41.79661122,2.520667174,0.840222391,1.920126183,0.640042061,0.99777569,0.908214573,0.734916594,0.668949913,0.740132226,0.788582243,0.037381678,2.520029921,2.521302673,0.840009974,0.840434224,1.922947032,1.917040282,0.640982344,0.639013427,0.997622663,0.997928228,0.908075281,0.908353419,0.740356095,0.728913647,0.673901159,0.663485794,0.740496159,0.739723826,0.79098822,0.785919606,0.03828423,0.036479402,663.498748,25.1204155,26.41272984,0.487461329,0.036778851,0.015571737,0.423388345,0.109212785,0.069513097,0.636492304,3.206760085,2.079934364,0.648609285,14.28390891,6.093577078,0.426604308,3.199217239,1.22977785,0.384399607,0.036945376,0.01557419,0.421546379,0.036935336,0.015575987,0.421709643,0.109902143,0.069511975,0.63248971,0.109857739,0.069524199,0.632856638,3.227673747,2.079986249,0.644422706,3.226341658,2.080330501,0.644795475,14.28448425,6.093730606,0.426597874,14.28333482,6.0934238,0.426610723,3.199377719,1.229751899,0.384372215,3.199057108,1.229803712,0.384426933,0.268006947,0.040174481,0.149900894,0.513559459,0.275387114,0.536232191,0.522508832,0.264763406,0.506715658,11.00716421,1.870673622,0.169950551,2.579183815,0.590525953,0.22895846,0.268550381,0.042065052,0.15663747,0.267436802,0.038077744,0.142380344,0.513236907,0.275598665,0.536981385,0.513897866,0.275164381,0.535445657,0.522217605,0.265005583,0.507461987,0.522814374,0.264508571,0.505932093,11.0324541,1.960272556,0.177682367,10.98063124,1.771224689,0.161304451,2.585667212,0.599798959,0.231970671,2.57238174,0.580521243,0.225674609,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_38_MG_D_RAW,0.125319222,0.348272487,2.779082731,3.845136649,24.30565401,0.696738456,1.384163033,1.986632173,2.776756196,17.56965678,0.064015382,0.22237939,3.473843068,6.211061909,59.47001737,0.062699115,0.215072256,3.430227936,6.147687902,57.47905388,0.357500331,0.888320799,2.48481112,4.783701007,43.6893065,0.340667778,0.841818995,2.471084881,4.850975513,43.91779026,1.459957573,0.243326262,1.457966004,0.097197734,0.577607503,0.322368886,0.628624116,0.262156618,0.170261998,0.292262752,0.015726159,1.459810378,1.460104667,0.24330173,0.243350778,1.445571083,1.4708306,0.096371406,0.098055373,0.577561203,0.57765368,0.24086173,0.240900296,0.61891455,0.637785736,0.345422787,0.355954997,0.169836568,0.170703076,0.293142258,0.298427646,0.01596351,0.015488851,3918.178848,61.64286516,63.56256864,0.492333785,0.022584033,0.00939455,0.41598195,0.030280519,0.042011444,1.387408331,0.84823933,1.276216244,1.504547359,20.43333742,8.986010779,0.439772055,3.75275407,1.71899989,0.45806356,0.022455338,0.009256203,0.412205018,0.022456479,0.009254806,0.41212186,0.029665217,0.041456269,1.397470591,0.029676193,0.041466774,1.397307724,0.829522889,1.259521938,1.518369119,0.829856477,1.259829695,1.518129616,20.4338957,8.985890864,0.439754171,20.43277951,8.986130571,0.439789925,3.752763442,1.718939032,0.458046199,3.752744704,1.719060705,0.458080909,0.293504225,0.04210895,0.143469656,0.681240796,0.260842983,0.382893955,0.710432526,0.276661522,0.389426881,12.11898828,1.865212115,0.153908237,2.765941216,0.41403683,0.149691117,0.293893012,0.042574034,0.144862354,0.293103595,0.041620085,0.141997866,0.684760089,0.257405771,0.375906505,0.677614304,0.264284217,0.390021602,0.714153293,0.273004487,0.382277151,0.706598421,0.280323231,0.396722131,12.1370175,1.896311328,0.156241954,12.10040989,1.83240945,0.151433668,2.77258829,0.399425655,0.144062376,2.759091669,0.428453608,0.15528792,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_24_MG_D_RAW,0.078343236,0.310260673,3.960273887,6.011799794,51.05032028,0.792644589,1.738793566,2.193661055,3.439108306,25.92264802,0.040280271,0.198786631,4.935086763,9.240625117,119.5144742,0.038845627,0.18865977,4.856654052,9.162433188,118.0461994,0.408531462,1.131069175,2.768621953,5.985113364,67.3488351,0.385587357,1.040988364,2.699747136,5.792496122,63.27196874,3.933748728,0.437083192,3.576350039,0.099343057,1.464417246,0.666485011,1.515293001,0.50581723,0.268213124,0.58615112,0.035871342,3.932782346,3.934709875,0.436975816,0.437189986,3.598262817,3.5527063,0.099951745,0.098686286,1.464114443,1.46471833,0.488733408,0.497452432,1.525972193,1.503197577,0.694499874,0.6841347,0.268463781,0.267938136,0.591616641,0.590793566,0.037245485,0.034497301,723.4529514,25.84889155,27.98777464,0.480135443,0.015183056,0.011120223,0.732410037,0.021723447,0.033274063,1.531711954,0.576733551,0.907440781,1.573414238,26.19050813,14.7180607,0.561961632,2.927734733,2.440299731,0.833511214,0.015162207,0.011023319,0.72702605,0.015167402,0.011035012,0.727547928,0.02184672,0.033130036,1.516476393,0.021851543,0.033165951,1.517785288,0.579703639,0.902467575,1.556774039,0.579894055,0.903731076,1.5584417,26.19178273,14.7185852,0.56195431,26.18923726,14.71753759,0.561968928,2.92766098,2.440273789,0.83352335,2.927808271,2.440325595,0.833499112,0.226647904,0.090283508,0.398342567,0.826755919,0.182282187,0.220478842,0.828533342,0.18060442,0.217980871,9.325107722,3.992419012,0.428136503,0.730392574,0.911673811,1.248196988,0.227535117,0.091037431,0.400102772,0.225690083,0.089576209,0.396899179,0.826705822,0.183372911,0.221811564,0.826810003,0.181348619,0.219335299,0.828517715,0.181683152,0.219286985,0.828550213,0.179681596,0.216862652,9.364702707,4.028849311,0.430216467,9.282361632,3.957729303,0.426370945,0.736660978,0.91758635,1.245601949,0.723625309,0.906452438,1.252654414,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_3_MG_D_RAW,0.280514722,0.525390201,1.872950546,2.831570406,13.80392803,1.332085834,2.434808577,1.827816582,3.228256311,19.7785959,0.139993107,0.338743377,2.419714682,4.627524909,32.39019305,0.144521631,0.349511781,2.418404619,4.539234503,31.04014107,0.654806754,1.558685338,2.38037456,5.171230628,45.66736891,0.68066934,1.631023239,2.396204948,5.061423315,42.07014937,2.763542653,0.230295221,2.825868644,0.042816192,1.234287487,0.496713825,1.403532177,0.421202292,0.136555706,0.458958058,0.040788161,2.76407644,2.763008396,0.230339703,0.2302507,2.804489604,2.846567231,0.042492267,0.043129807,1.234536376,1.234038053,0.370486377,0.370336829,1.391260079,1.414620168,0.559884243,0.569285034,0.136415985,0.136690253,0.46518531,0.469810932,0.039982045,0.041593727,553.26877,24.01122667,23.04208684,0.510298317,0.032339429,0.019598414,0.606022257,0.083507122,0.063891271,0.76509966,2.411632665,1.81080775,0.750863835,19.29639849,12.06071941,0.625024375,3.869800716,2.138383959,0.55258245,0.032372182,0.019516803,0.602888088,0.032371624,0.019516219,0.602880454,0.083747519,0.063728382,0.760958451,0.083751249,0.06371649,0.760782566,2.419144944,1.8067688,0.746862566,2.419289349,1.806485854,0.746701032,19.29686465,12.06111084,0.625029561,19.29593186,12.06032756,0.625019183,3.869830719,2.138459841,0.552597774,3.869770684,2.138307998,0.552567109,0.30506225,0.05691618,0.186572346,0.599789619,0.220410824,0.367480225,0.594418159,0.225319042,0.379058141,12.65961359,2.678146987,0.211550453,2.386970878,1.071095612,0.448725882,0.304706338,0.056408676,0.18512472,0.305404139,0.057397307,0.187938863,0.600097398,0.219733231,0.366162613,0.599493966,0.221059344,0.368743234,0.594890869,0.224374526,0.377169222,0.593964074,0.226221663,0.380867587,12.64297839,2.658037311,0.210238223,12.67559333,2.697222924,0.212788692,2.386348359,1.067596974,0.447376834,2.387568869,1.074445315,0.450016471,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_35_MG_D_RAW,0.294434031,0.542769362,1.843432841,2.951377946,14.76356434,1.307593869,2.357185773,1.802689527,3.305493563,20.09825773,0.146941878,0.350685865,2.386561744,4.753292125,34.09028418,0.15195014,0.362112346,2.383099782,4.660951223,32.65186047,0.642414816,1.51581492,2.359557846,5.267616154,46.51621529,0.668481603,1.58189317,2.366397465,5.091933809,41.93038917,2.521021901,0.315127738,3.274649464,0.116951767,1.179885801,0.567405131,1.41761677,0.481455646,0.216039752,0.524430389,0.038240477,2.522053759,2.519989048,0.31525672,0.314998631,3.260319619,3.288051236,0.116439986,0.117430401,1.180191442,1.179579628,0.400820479,0.400612693,1.414376064,1.420412646,0.680171111,0.683074093,0.215848353,0.216214516,0.540495795,0.541843393,0.037368713,0.03911172,632.8748105,25.76035444,24.56778349,0.511847954,0.033854054,0.02033743,0.600738377,0.092029601,0.058394165,0.634515032,2.655876411,1.669039587,0.628432701,20.58116318,11.76208363,0.571497516,3.964235582,1.973384042,0.497796864,0.033686502,0.020193195,0.599444698,0.033676055,0.02018381,0.599351974,0.091476156,0.057999417,0.63403863,0.091446342,0.057978029,0.634011466,2.640282541,1.658159599,0.628023544,2.639434342,1.657561339,0.627998702,20.58050838,11.76272188,0.571546711,20.58181877,11.76144453,0.57144826,3.964209423,1.973326927,0.497785741,3.964261773,1.973441225,0.497808,0.299058917,0.077378377,0.258739576,0.458087303,0.321142068,0.701049922,0.455566884,0.319206532,0.700679841,12.43521479,3.556147284,0.285973933,2.405002327,0.649475301,0.270051839,0.298300481,0.077189558,0.258764444,0.299783121,0.077550938,0.258690142,0.455849959,0.321009276,0.704199419,0.460223664,0.321253465,0.698037693,0.453374815,0.319008913,0.703631748,0.457660014,0.319380295,0.697854925,12.40160732,3.551172478,0.28634776,12.4673054,3.560578572,0.285593274,2.402741811,0.645561723,0.268677109,2.407160815,0.653182649,0.271349818,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_36_MG_D_RAW,0.27199009,0.48397829,1.779396777,3.095862425,15.29594508,1.417940122,2.393865719,1.688269964,3.290653915,18.77023451,0.137927856,0.319434836,2.315955935,4.825627121,34.24438275,0.138254378,0.320287472,2.316653369,4.747874113,32.80081859,0.711715156,1.594605086,2.240510226,5.065557621,40.57732749,0.709700092,1.590833439,2.241557323,4.957939776,38.60280834,2.421281497,0.302660187,2.369445305,0.084623047,1.071529381,0.515296708,1.04979794,0.397792776,0.193641617,0.456544742,0.034770672,2.421148041,2.421414709,0.302643505,0.302676839,2.372797382,2.366009344,0.084742764,0.084500334,1.071455203,1.071603404,0.405999215,0.406055371,1.051142962,1.048242285,0.505492913,0.504097982,0.193693134,0.193588586,0.455746064,0.455076677,0.034927562,0.034613822,770.6251143,27.63068397,27.89019321,0.497662958,0.035294576,0.025402655,0.719732533,0.081387001,0.049840216,0.612385461,2.371034594,1.415099702,0.596827944,29.48244241,15.3059313,0.519154115,3.156954861,1.31804206,0.417504246,0.035178872,0.025183654,0.715874417,0.035173438,0.025199557,0.716437113,0.08126695,0.04954701,0.609682163,0.081242816,0.049551714,0.609921176,2.368166958,1.407599784,0.594383677,2.367454914,1.407739967,0.594621659,29.48119783,15.30558855,0.519164405,29.48368626,15.30627372,0.519143827,3.157010112,1.318048211,0.417498888,3.156899643,1.318035909,0.417509601,0.367549935,0.037074122,0.100868259,0.530501625,0.311620832,0.587407874,0.525573119,0.31753823,0.604175173,15.45257432,1.815579391,0.117493652,2.289473084,0.382879026,0.167234561,0.367642444,0.037059791,0.100803896,0.367456611,0.037088322,0.100932522,0.531509326,0.311909987,0.58683822,0.529485048,0.311325299,0.587977508,0.526617574,0.317777134,0.603430553,0.524519464,0.317293288,0.604921856,15.45647619,1.804620246,0.116754959,15.44863809,1.826559348,0.118234328,2.288753084,0.383903981,0.167734992,2.290199424,0.381840773,0.166728176,habitat_background_2024
Phyllidiella pustulosa,high.yes,yes,2cm,animals_on_background,108_PhyllidiellaPustulosa_22_MG_D_RAW,0.075548214,0.286645456,3.79420559,6.121817862,50.34303069,0.88335327,1.758427798,1.990628051,3.767436589,28.27237144,0.03861783,0.183490819,4.751453396,9.063298043,109.7056633,0.037518383,0.179469641,4.78351217,9.208912202,112.9639417,0.450181259,1.16115524,2.579306041,6.298857538,71.17759965,0.435064992,1.097448337,2.522492861,5.858432952,61.07580876,2.445687203,0.349383886,2.211041169,0.105287675,1.012990775,0.52057428,0.950246712,0.396283659,0.22733578,0.458428969,0.026491242,2.445231009,2.446142517,0.349318716,0.349448931,2.229847286,2.191692299,0.106183204,0.1043663,1.012703381,1.013277461,0.422330113,0.422569523,0.963548385,0.935731411,0.495165918,0.480870821,0.22775096,0.226907615,0.458748015,0.451720172,0.026908841,0.026073687,1350.77238,36.16250667,37.3528415,0.491904175,0.013842677,0.008534048,0.616502683,0.013966978,0.033453878,2.395212352,0.408178453,0.993165465,2.433164854,31.91617015,18.0206035,0.564622992,2.220357099,1.336835897,0.602081484,0.013761391,0.00841381,0.611406952,0.013769756,0.008427292,0.612014579,0.013631469,0.033013726,2.421875835,0.013659696,0.033049703,2.419505062,0.398177595,0.980146129,2.461580315,0.399003895,0.981182407,2.459079769,31.91913115,18.0214581,0.564597389,31.91321201,18.01974911,0.564648557,2.220344518,1.336916157,0.602121043,2.220369667,1.33675571,0.602041962,0.310948028,0.038799068,0.124776698,0.901517465,0.158096791,0.175367419,0.906725353,0.162802634,0.179550107,12.8938604,1.920646179,0.148958196,1.172674398,1.23470791,1.052899179,0.31160658,0.041223417,0.132293154,0.310268454,0.036113326,0.116393805,0.900866492,0.158903554,0.176389682,0.902189217,0.157256829,0.174305817,0.906032155,0.163771246,0.180756549,0.907440678,0.161793599,0.178296612,12.92758619,2.054685366,0.158938052,12.85905806,1.77098821,0.137723012,1.182828895,1.235078561,1.044173478,1.162195764,1.234228969,1.061980268,habitat_background_2024
